Driver,DriverNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector2SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,FastF1Generated,IsAccurate,RaceName,Year,Pitted,CompoundEncoded,LapTimeDelta,LapTimeRolling3,DegradationFromStintStart,TotalLaps,RacePctComplete,LapsRemaining,IsLateRace
ALB,23,1.1795974854095301,-1.60263212740241,0.36847623887925157,1.1041787315461238,0.7720604872526317,0.6556375038773874,0.8406633366191086,-1.546323945544024,0.40081610202942297,False,HARD,-1.1460870876197233,True,Williams,1,1.116487925054335,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.27008759065230237,0.3714049064926524,0.07553380323906318,-0.3833897410864518,1.0335605648967052,-1.03044968753567,1
ALB,23,1.1795974854095301,-1.5982323319052891,0.37131741182897043,1.1035810361747505,0.8257167698928147,0.6556375038773874,0.8840993912642173,-1.6112640932157847,0.681607671642429,False,HARD,-1.0501153625954445,True,Williams,1,1.116487925054335,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.12686289999721903,-0.27531787457916984,0.08028582964729233,-0.3833897410864518,1.0939319409865225,-1.0851169311037299,1
ALB,23,1.1795974854095301,-1.5892756053575798,0.338305688032238,1.1766991032727778,0.8792581736839432,0.6556375038773874,1.405332047005522,-1.546323945544024,0.8019469157622887,False,HARD,-0.9541436375711655,True,Williams,1,1.116487925054335,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.1507634087740347,-0.24164255417945021,0.09888071559254069,-0.3833897410864518,1.1543033170763402,-1.13978417467179,1
ALB,23,1.1795974854095301,-1.5883327920367682,0.35859978053022906,1.113941089278558,0.9331157966227319,0.7008287288929042,0.862381363941663,-1.6112640932157847,1.4036431363615876,False,HARD,-0.8581719125468866,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.09029868880881128,-0.23954372025686282,0.08245523300757132,-0.3833897410864518,1.2146746931661578,-1.19445141823985,1
ALB,23,1.1795974854095301,-1.6009036363142557,0.40040561107609085,1.1181249568781726,0.9869214217666855,0.6556375038773874,0.8840993912642173,-1.5138538717081438,0.5211553461492827,False,HARD,-0.7622001875226077,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.16324874917983137,-0.23105440692818932,0.10828146348708192,-0.3833897410864518,1.275046069255975,-1.24911866180791,1
ALB,23,1.1795974854095301,-1.5998036874399753,0.37442917267866194,1.0880409565190399,1.04062788832514,0.633041891369629,0.927535445909326,-1.546323945544024,0.4810422647759961,False,HARD,-0.6662284624983288,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.05872861378272372,-0.2387292473913809,0.07357100972261982,-0.3833897410864518,1.3354174453457928,-1.30378590537597,1
ALB,23,1.1795974854095301,-1.6057748384717816,0.36712329937938576,1.0519800024461703,1.094187430881908,0.6556375038773874,1.0578436098446522,-1.5787940193799044,0.681607671642429,False,HARD,-0.5702567374740498,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.06996542014794223,-0.2499752381109172,0.04536876603899461,-0.3833897410864518,1.3957888214356104,-1.3584531489440301,1
ALB,23,1.1795974854095301,-1.6086032784342164,0.3788938730282202,1.0792747577388941,1.1476792553802875,0.633041891369629,0.9492534732318805,-1.5787940193799044,0.5211553461492827,False,HARD,-0.4742850124497709,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.15540082092475896,-0.2625995675258802,0.06664957995411168,-0.3833897410864518,1.4561601975254281,-1.41312039251209,1
ALB,23,1.1795974854095301,-1.6042034829370955,0.4018938445259439,1.0804701484816412,1.201373629428314,0.6782331163851457,1.0144075551995435,-1.5787940193799044,0.6013815088958558,False,HARD,-0.378313287425492,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.15504409691316304,-0.2583079220423815,0.08772378402539169,-0.3833897410864518,1.5165315736152454,-1.46778763608015,1
ALB,23,1.1795974854095301,-1.6062462451321875,0.39878208367625145,1.0736962676060748,1.255049864710701,0.7008287288929042,0.9926895278769892,-1.546323945544024,0.6013815088958558,False,HARD,-0.28234156240121305,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.1061729073247566,-0.24765712303223666,0.08049243949112941,-0.3833897410864518,1.5769029497050628,-1.5224548796482102,1
ALB,23,1.1795974854095301,-1.6101746339689018,0.387011510027417,1.0962094599278105,1.3086378246669732,0.7008287288929042,0.9709715005544348,-1.5787940193799044,0.6013815088958558,False,HARD,-0.18636983737693413,True,Williams,1,0.9334763271100996,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.11883660973634867,-0.2434281293076206,0.08059574441304648,-0.3833897410864518,1.6372743257948805,-1.5771221232162702,1
ALB,23,1.1795974854095301,-1.598389467458758,0.40595266302554234,1.0545700157221232,1.3624241017942442,0.7008287288929042,1.0361255825220979,-1.5787940193799044,0.7618338343890022,False,HARD,-0.09039811235265521,True,Williams,1,0.7504647291658643,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.11972841976533596,-0.24540165971244277,0.08121557394455475,-0.3833897410864518,1.6976457018846978,-1.6317893667843302,1
ALB,23,1.1795974854095301,-1.6012179074211925,0.37267035132883625,1.0914278969568223,1.4159243910499208,0.7234243414006626,1.101279664489761,-1.5787940193799044,0.8019469157622887,False,HARD,0.005573612671623705,True,Williams,1,0.7504647291658643,False,True,Abu Dhabi,2023,0,0.6581387016773522,0.10456764927258251,-0.24765712303223802,0.07305448511303007,-0.3833897410864518,1.7580170779745155,-1.6864566103523901,1
ALO,14,-1.1606040559995905,0.13591563617403837,0.66652881069975,1.3050043763276251,-1.728509838616611,0.5200638288308368,0.6669191180386738,-1.643734167051665,0.12002453241641689,False,MEDIUM,-1.3380305376682813,True,Aston Martin,1,-0.5306164564437832,False,False,Abu Dhabi,2023,0,-0.6485936282958183,0.11330738755663967,0.4405724482997046,0.6148888005731634,-0.3833897410864518,-1.683151359145084,1.4295762730270314,0
ALO,14,-1.1606040559995905,-1.5283070106117678,0.5550465959107846,1.3450499662096507,-1.6732899943782453,0.5200638288308368,0.7320732000063368,-1.6762042408875453,0.12002453241641689,True,MEDIUM,-1.2420588126440022,True,Aston Martin,1,-0.5306164564437832,False,True,Abu Dhabi,2023,0,-0.6485936282958183,-0.6463363951332625,0.23903740291217315,0.171813990466679,-0.3833897410864518,-1.6227799830552663,1.3749090294589712,0
ALO,14,-1.1606040559995905,-1.5308211794672655,0.43098204377306426,1.345249198000108,-1.6183766952791987,0.5200638288308368,1.3184599377153046,-1.7086743147234256,1.0025123226287216,True,MEDIUM,-1.1460870876197233,True,Aston Martin,1,-0.5306164564437832,False,True,Abu Dhabi,2023,0,-0.6485936282958183,-0.047575141672355964,0.14266333481009136,0.07553380323906318,-0.3833897410864518,-1.5624086069654488,1.3202417858909112,0
ALO,14,-1.1606040559995905,-1.5385208215872261,0.43679968362248833,1.3139698068982282,-1.5634664193077588,0.5200638288308368,1.0578436098446522,-1.7086743147234256,0.882173078508862,True,MEDIUM,-1.0501153625954445,True,Aston Martin,1,-0.5306164564437832,False,True,Abu Dhabi,2023,0,-0.6485936282958183,0.0895852407856245,-0.025995200103478434,0.058695100966422595,-0.3833897410864518,-1.5020372308756311,1.2655745423228513,0
