Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RaceName,Year
0 days 01:51:04.859000,MAG,20,0 days 00:01:33.464000,31.0,1.0,,,0 days 00:00:30.064000,0 days 00:00:37.752000,0 days 00:00:25.648000,0 days 01:50:01.510000,0 days 01:50:39.262000,0 days 01:51:04.910000,288.0,253.0,246.0,295.0,False,MEDIUM,31.0,True,Haas F1 Team,0 days 01:49:31.395000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:53:34.859000,MAG,20,,32.0,1.0,,,,,,,,,,,,,,MEDIUM,32.0,True,Haas F1 Team,0 days 01:51:04.859000,,1264,,,,True,False,Silverstone,2023
0 days 01:03:53.398000,DEV,21,0 days 00:01:44.444000,1.0,1.0,,,,0 days 00:00:40.637000,0 days 00:00:26.947000,,0 days 01:03:26.573000,0 days 01:03:53.526000,272.0,251.0,245.0,300.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:02:08.731000,,1,17.0,,,False,False,Silverstone,2023
0 days 01:05:29.606000,DEV,21,0 days 00:01:36.208000,2.0,1.0,,,0 days 00:00:30.296000,0 days 00:00:39.300000,0 days 00:00:26.612000,0 days 01:04:23.714000,0 days 01:05:03.014000,0 days 01:05:29.626000,299.0,253.0,242.0,303.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:03:53.398000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:07:04.352000,DEV,21,0 days 00:01:34.746000,3.0,1.0,,,0 days 00:00:29.731000,0 days 00:00:38.791000,0 days 00:00:26.224000,0 days 01:05:59.357000,0 days 01:06:38.148000,0 days 01:07:04.372000,316.0,255.0,235.0,330.0,True,SOFT,3.0,True,AlphaTauri,0 days 01:05:29.606000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:08:38.551000,DEV,21,0 days 00:01:34.199000,4.0,1.0,,,0 days 00:00:29.709000,0 days 00:00:38.422000,0 days 00:00:26.068000,0 days 01:07:34.081000,0 days 01:08:12.503000,0 days 01:08:38.571000,316.0,254.0,243.0,325.0,True,SOFT,4.0,True,AlphaTauri,0 days 01:07:04.352000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:10:13.312000,DEV,21,0 days 00:01:34.761000,5.0,1.0,,,0 days 00:00:29.662000,0 days 00:00:38.919000,0 days 00:00:26.180000,0 days 01:09:08.233000,0 days 01:09:47.152000,0 days 01:10:13.332000,317.0,256.0,243.0,323.0,False,SOFT,5.0,True,AlphaTauri,0 days 01:08:38.551000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:11:48.219000,DEV,21,0 days 00:01:34.907000,6.0,1.0,,,0 days 00:00:29.823000,0 days 00:00:38.701000,0 days 00:00:26.383000,0 days 01:10:43.155000,0 days 01:11:21.856000,0 days 01:11:48.239000,314.0,254.0,243.0,317.0,False,SOFT,6.0,True,AlphaTauri,0 days 01:10:13.312000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:13:23.273000,DEV,21,0 days 00:01:35.054000,7.0,1.0,,,0 days 00:00:29.867000,0 days 00:00:38.860000,0 days 00:00:26.327000,0 days 01:12:18.106000,0 days 01:12:56.966000,0 days 01:13:23.293000,313.0,255.0,243.0,318.0,False,SOFT,7.0,True,AlphaTauri,0 days 01:11:48.219000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:14:57.169000,DEV,21,0 days 00:01:33.896000,8.0,1.0,,,0 days 00:00:29.915000,0 days 00:00:37.971000,0 days 00:00:26.010000,0 days 01:13:53.208000,0 days 01:14:31.179000,0 days 01:14:57.189000,294.0,253.0,244.0,301.0,True,SOFT,8.0,True,AlphaTauri,0 days 01:13:23.273000,,1,16.0,,,False,True,Silverstone,2023
0 days 01:16:30.943000,DEV,21,0 days 00:01:33.774000,9.0,1.0,,,0 days 00:00:29.853000,0 days 00:00:37.925000,0 days 00:00:25.996000,0 days 01:15:27.042000,0 days 01:16:04.967000,0 days 01:16:30.963000,298.0,252.0,244.0,305.0,True,SOFT,9.0,True,AlphaTauri,0 days 01:14:57.169000,,1,16.0,,,False,True,Silverstone,2023
0 days 01:18:04.928000,DEV,21,0 days 00:01:33.985000,10.0,1.0,,,0 days 00:00:29.892000,0 days 00:00:38.185000,0 days 00:00:25.908000,0 days 01:17:00.855000,0 days 01:17:39.040000,0 days 01:18:04.948000,299.0,251.0,244.0,304.0,False,SOFT,10.0,True,AlphaTauri,0 days 01:16:30.943000,,1,15.0,,,False,True,Silverstone,2023
0 days 01:19:38.686000,DEV,21,0 days 00:01:33.758000,11.0,1.0,,,0 days 00:00:29.689000,0 days 00:00:38.243000,0 days 00:00:25.826000,0 days 01:18:34.637000,0 days 01:19:12.880000,0 days 01:19:38.706000,314.0,255.0,244.0,320.0,True,SOFT,11.0,True,AlphaTauri,0 days 01:18:04.928000,,1,15.0,,,False,True,Silverstone,2023
0 days 01:21:12.851000,DEV,21,0 days 00:01:34.165000,12.0,1.0,,,0 days 00:00:29.904000,0 days 00:00:38.250000,0 days 00:00:26.011000,0 days 01:20:08.610000,0 days 01:20:46.860000,0 days 01:21:12.871000,312.0,254.0,245.0,320.0,False,SOFT,12.0,True,AlphaTauri,0 days 01:19:38.686000,,1,15.0,,,False,True,Silverstone,2023
0 days 01:22:47.083000,DEV,21,0 days 00:01:34.232000,13.0,1.0,,,0 days 00:00:29.768000,0 days 00:00:38.404000,0 days 00:00:26.060000,0 days 01:21:42.639000,0 days 01:22:21.043000,0 days 01:22:47.103000,312.0,256.0,244.0,317.0,False,SOFT,13.0,True,AlphaTauri,0 days 01:21:12.851000,,1,15.0,,,False,True,Silverstone,2023
0 days 01:24:21.962000,DEV,21,0 days 00:01:34.879000,14.0,1.0,,,0 days 00:00:30.138000,0 days 00:00:38.804000,0 days 00:00:25.937000,0 days 01:23:17.241000,0 days 01:23:56.045000,0 days 01:24:21.982000,313.0,253.0,245.0,323.0,False,SOFT,14.0,True,AlphaTauri,0 days 01:22:47.083000,,1,15.0,,,False,True,Silverstone,2023
0 days 01:25:56.132000,DEV,21,0 days 00:01:34.170000,15.0,1.0,,,0 days 00:00:30.231000,0 days 00:00:38.014000,0 days 00:00:25.925000,0 days 01:24:52.213000,0 days 01:25:30.227000,0 days 01:25:56.152000,294.0,252.0,245.0,298.0,False,SOFT,15.0,True,AlphaTauri,0 days 01:24:21.962000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:27:30.280000,DEV,21,0 days 00:01:34.148000,16.0,1.0,,,0 days 00:00:30.057000,0 days 00:00:38.044000,0 days 00:00:26.047000,0 days 01:26:26.209000,0 days 01:27:04.253000,0 days 01:27:30.300000,293.0,252.0,245.0,301.0,False,SOFT,16.0,True,AlphaTauri,0 days 01:25:56.132000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:29:03.917000,DEV,21,0 days 00:01:33.637000,17.0,1.0,,,0 days 00:00:30.045000,0 days 00:00:37.781000,0 days 00:00:25.811000,0 days 01:28:00.345000,0 days 01:28:38.126000,0 days 01:29:03.937000,293.0,253.0,245.0,302.0,True,SOFT,17.0,True,AlphaTauri,0 days 01:27:30.280000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:30:37.370000,DEV,21,0 days 00:01:33.453000,18.0,1.0,,,0 days 00:00:29.966000,0 days 00:00:37.757000,0 days 00:00:25.730000,0 days 01:29:33.903000,0 days 01:30:11.660000,0 days 01:30:37.390000,293.0,253.0,245.0,300.0,True,SOFT,18.0,True,AlphaTauri,0 days 01:29:03.917000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:32:11.205000,DEV,21,0 days 00:01:33.835000,19.0,1.0,,,0 days 00:00:30.126000,0 days 00:00:38,0 days 00:00:25.709000,0 days 01:31:07.516000,0 days 01:31:45.516000,0 days 01:32:11.225000,292.0,253.0,246.0,301.0,False,SOFT,19.0,True,AlphaTauri,0 days 01:30:37.370000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:33:44.685000,DEV,21,0 days 00:01:33.480000,20.0,1.0,,,0 days 00:00:29.940000,0 days 00:00:37.850000,0 days 00:00:25.690000,0 days 01:32:41.165000,0 days 01:33:19.015000,0 days 01:33:44.705000,294.0,252.0,246.0,299.0,False,SOFT,20.0,True,AlphaTauri,0 days 01:32:11.205000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:35:18.337000,DEV,21,0 days 00:01:33.652000,21.0,1.0,,,0 days 00:00:30.050000,0 days 00:00:37.849000,0 days 00:00:25.753000,0 days 01:34:14.755000,0 days 01:34:52.604000,0 days 01:35:18.357000,293.0,253.0,246.0,300.0,False,SOFT,21.0,True,AlphaTauri,0 days 01:33:44.685000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:36:51.984000,DEV,21,0 days 00:01:33.647000,22.0,1.0,,,0 days 00:00:30.073000,0 days 00:00:37.855000,0 days 00:00:25.719000,0 days 01:35:48.430000,0 days 01:36:26.285000,0 days 01:36:52.004000,292.0,253.0,246.0,299.0,False,SOFT,22.0,True,AlphaTauri,0 days 01:35:18.337000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:38:25.606000,DEV,21,0 days 00:01:33.622000,23.0,1.0,,,0 days 00:00:29.959000,0 days 00:00:37.930000,0 days 00:00:25.733000,0 days 01:37:21.963000,0 days 01:37:59.893000,0 days 01:38:25.626000,291.0,253.0,246.0,299.0,False,SOFT,23.0,True,AlphaTauri,0 days 01:36:51.984000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:39:59.269000,DEV,21,0 days 00:01:33.663000,24.0,1.0,,,0 days 00:00:29.950000,0 days 00:00:37.955000,0 days 00:00:25.758000,0 days 01:38:55.576000,0 days 01:39:33.531000,0 days 01:39:59.289000,293.0,253.0,246.0,300.0,False,SOFT,24.0,True,AlphaTauri,0 days 01:38:25.606000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:41:32.822000,DEV,21,0 days 00:01:33.553000,25.0,1.0,,,0 days 00:00:30.023000,0 days 00:00:37.955000,0 days 00:00:25.575000,0 days 01:40:29.312000,0 days 01:41:07.267000,0 days 01:41:32.842000,293.0,254.0,246.0,302.0,False,SOFT,25.0,True,AlphaTauri,0 days 01:39:59.269000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:43:06.576000,DEV,21,0 days 00:01:33.754000,26.0,1.0,,,0 days 00:00:30.036000,0 days 00:00:38.012000,0 days 00:00:25.706000,0 days 01:42:02.878000,0 days 01:42:40.890000,0 days 01:43:06.596000,293.0,252.0,247.0,300.0,False,SOFT,26.0,True,AlphaTauri,0 days 01:41:32.822000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:44:39.875000,DEV,21,0 days 00:01:33.299000,27.0,1.0,,0 days 01:44:33.924000,0 days 00:00:30.032000,0 days 00:00:37.920000,0 days 00:00:25.347000,0 days 01:43:36.628000,0 days 01:44:14.548000,0 days 01:44:39.895000,296.0,251.0,,302.0,False,SOFT,27.0,True,AlphaTauri,0 days 01:43:06.576000,,1,14.0,,,False,False,Silverstone,2023
0 days 01:46:32.969000,DEV,21,0 days 00:01:53.094000,28.0,2.0,0 days 01:45:02.298000,,0 days 00:00:50.011000,0 days 00:00:37.651000,0 days 00:00:25.432000,0 days 01:45:29.906000,0 days 01:46:07.557000,0 days 01:46:32.989000,292.0,255.0,248.0,302.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:44:39.875000,,1,17.0,,,False,False,Silverstone,2023
0 days 01:48:05.468000,DEV,21,0 days 00:01:32.499000,29.0,2.0,,,0 days 00:00:29.586000,0 days 00:00:37.541000,0 days 00:00:25.372000,0 days 01:47:02.575000,0 days 01:47:40.116000,0 days 01:48:05.488000,292.0,254.0,247.0,303.0,True,MEDIUM,2.0,True,AlphaTauri,0 days 01:46:32.969000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:49:38.032000,DEV,21,0 days 00:01:32.564000,30.0,2.0,,,0 days 00:00:29.705000,0 days 00:00:37.467000,0 days 00:00:25.392000,0 days 01:48:35.193000,0 days 01:49:12.660000,0 days 01:49:38.052000,294.0,257.0,248.0,305.0,False,MEDIUM,3.0,True,AlphaTauri,0 days 01:48:05.468000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:51:10.861000,DEV,21,0 days 00:01:32.829000,31.0,2.0,,,0 days 00:00:29.797000,0 days 00:00:37.519000,0 days 00:00:25.513000,0 days 01:50:07.849000,0 days 01:50:45.368000,0 days 01:51:10.881000,293.0,257.0,247.0,304.0,False,MEDIUM,4.0,True,AlphaTauri,0 days 01:49:38.032000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:53:00.989000,DEV,21,0 days 00:01:50.128000,32.0,2.0,,0 days 01:52:55.071000,0 days 00:00:29.727000,0 days 00:00:48.657000,0 days 00:00:31.744000,0 days 01:51:40.608000,0 days 01:52:29.265000,0 days 01:53:01.009000,293.0,225.0,,194.0,False,MEDIUM,5.0,True,AlphaTauri,0 days 01:51:10.861000,,126,16.0,,,False,False,Silverstone,2023
0 days 01:55:25.922000,DEV,21,0 days 00:02:24.933000,33.0,3.0,0 days 01:53:23.477000,,0 days 00:00:59.587000,0 days 00:00:49.741000,0 days 00:00:35.605000,0 days 01:54:00.596000,0 days 01:54:50.337000,0 days 01:55:25.942000,158.0,158.0,197.0,255.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:53:00.989000,,64,17.0,,,False,False,Silverstone,2023
0 days 01:57:32.467000,DEV,21,0 days 00:02:06.545000,34.0,3.0,,,0 days 00:00:42.634000,0 days 00:00:51.092000,0 days 00:00:32.819000,0 days 01:56:08.576000,0 days 01:56:59.668000,0 days 01:57:32.487000,126.0,168.0,229.0,219.0,False,SOFT,2.0,True,AlphaTauri,0 days 01:55:25.922000,,4,16.0,,,False,False,Silverstone,2023
0 days 01:59:21.431000,DEV,21,0 days 00:01:48.964000,35.0,3.0,,,0 days 00:00:35.241000,0 days 00:00:39.963000,0 days 00:00:33.760000,0 days 01:58:07.728000,0 days 01:58:47.691000,0 days 01:59:21.451000,216.0,234.0,76.0,278.0,False,SOFT,3.0,True,AlphaTauri,0 days 01:57:32.467000,,4,16.0,,,False,False,Silverstone,2023
0 days 02:01:46.492000,DEV,21,0 days 00:02:25.061000,36.0,3.0,,,0 days 00:00:55.901000,0 days 00:00:50.578000,0 days 00:00:38.582000,0 days 02:00:17.352000,0 days 02:01:07.930000,0 days 02:01:46.512000,192.0,79.0,211.0,246.0,False,SOFT,4.0,True,AlphaTauri,0 days 01:59:21.431000,,4,17.0,,,False,False,Silverstone,2023
0 days 02:04:10.461000,DEV,21,0 days 00:02:23.969000,37.0,3.0,,,0 days 00:00:52.265000,0 days 00:00:51.034000,0 days 00:00:40.670000,0 days 02:02:38.777000,0 days 02:03:29.811000,0 days 02:04:10.481000,173.0,104.0,93.0,259.0,False,SOFT,5.0,True,AlphaTauri,0 days 02:01:46.492000,,4,16.0,,,False,False,Silverstone,2023
0 days 02:06:20.250000,DEV,21,0 days 00:02:09.789000,38.0,3.0,,,0 days 00:00:40.556000,0 days 00:00:53.389000,0 days 00:00:35.844000,0 days 02:04:51.037000,0 days 02:05:44.426000,0 days 02:06:20.270000,278.0,161.0,252.0,216.0,False,SOFT,6.0,True,AlphaTauri,0 days 02:04:10.461000,,41,16.0,,,False,False,Silverstone,2023
0 days 02:07:53.897000,DEV,21,0 days 00:01:33.647000,39.0,3.0,,,0 days 00:00:29.475000,0 days 00:00:38.321000,0 days 00:00:25.851000,0 days 02:06:49.745000,0 days 02:07:28.066000,0 days 02:07:53.917000,308.0,259.0,248.0,308.0,False,SOFT,7.0,True,AlphaTauri,0 days 02:06:20.250000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:09:27.077000,DEV,21,0 days 00:01:33.180000,40.0,3.0,,,0 days 00:00:29.488000,0 days 00:00:37.965000,0 days 00:00:25.727000,0 days 02:08:23.405000,0 days 02:09:01.370000,0 days 02:09:27.097000,297.0,257.0,247.0,310.0,False,SOFT,8.0,True,AlphaTauri,0 days 02:07:53.897000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:10:59.727000,DEV,21,0 days 00:01:32.650000,41.0,3.0,,,0 days 00:00:29.600000,0 days 00:00:37.438000,0 days 00:00:25.612000,0 days 02:09:56.697000,0 days 02:10:34.135000,0 days 02:10:59.747000,305.0,263.0,248.0,334.0,False,SOFT,9.0,True,AlphaTauri,0 days 02:09:27.077000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:12:32.096000,DEV,21,0 days 00:01:32.369000,42.0,3.0,,,0 days 00:00:29.334000,0 days 00:00:37.495000,0 days 00:00:25.540000,0 days 02:11:29.081000,0 days 02:12:06.576000,0 days 02:12:32.116000,321.0,261.0,249.0,333.0,True,SOFT,10.0,True,AlphaTauri,0 days 02:10:59.727000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:14:04.612000,DEV,21,0 days 00:01:32.516000,43.0,3.0,,,0 days 00:00:29.348000,0 days 00:00:37.515000,0 days 00:00:25.653000,0 days 02:13:01.464000,0 days 02:13:38.979000,0 days 02:14:04.632000,320.0,259.0,248.0,329.0,False,SOFT,11.0,True,AlphaTauri,0 days 02:12:32.096000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:15:38.629000,DEV,21,0 days 00:01:34.017000,44.0,3.0,,,0 days 00:00:29.335000,0 days 00:00:38.402000,0 days 00:00:26.280000,0 days 02:14:33.967000,0 days 02:15:12.369000,0 days 02:15:38.649000,317.0,255.0,247.0,308.0,False,SOFT,12.0,True,AlphaTauri,0 days 02:14:04.612000,,1,18.0,,,False,True,Silverstone,2023
0 days 02:17:11.458000,DEV,21,0 days 00:01:32.829000,45.0,3.0,,,0 days 00:00:29.474000,0 days 00:00:37.735000,0 days 00:00:25.620000,0 days 02:16:08.123000,0 days 02:16:45.858000,0 days 02:17:11.478000,318.0,259.0,248.0,326.0,False,SOFT,13.0,True,AlphaTauri,0 days 02:15:38.629000,,1,18.0,,,False,True,Silverstone,2023
0 days 02:18:44.174000,DEV,21,0 days 00:01:32.716000,46.0,3.0,,,0 days 00:00:29.466000,0 days 00:00:37.597000,0 days 00:00:25.653000,0 days 02:17:40.944000,0 days 02:18:18.541000,0 days 02:18:44.194000,301.0,260.0,246.0,309.0,False,SOFT,14.0,True,AlphaTauri,0 days 02:17:11.458000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:20:16.630000,DEV,21,0 days 00:01:32.456000,47.0,3.0,,,0 days 00:00:29.449000,0 days 00:00:37.429000,0 days 00:00:25.578000,0 days 02:19:13.643000,0 days 02:19:51.072000,0 days 02:20:16.650000,304.0,258.0,246.0,310.0,False,SOFT,15.0,True,AlphaTauri,0 days 02:18:44.174000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:21:48.983000,DEV,21,0 days 00:01:32.353000,48.0,3.0,,,0 days 00:00:29.401000,0 days 00:00:37.386000,0 days 00:00:25.566000,0 days 02:20:46.051000,0 days 02:21:23.437000,0 days 02:21:49.003000,302.0,259.0,247.0,304.0,True,SOFT,16.0,True,AlphaTauri,0 days 02:20:16.630000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:23:21.523000,DEV,21,0 days 00:01:32.540000,49.0,3.0,,,0 days 00:00:29.496000,0 days 00:00:37.443000,0 days 00:00:25.601000,0 days 02:22:18.499000,0 days 02:22:55.942000,0 days 02:23:21.543000,303.0,258.0,248.0,309.0,False,SOFT,17.0,True,AlphaTauri,0 days 02:21:48.983000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:24:54.155000,DEV,21,0 days 00:01:32.632000,50.0,3.0,,,0 days 00:00:29.460000,0 days 00:00:37.373000,0 days 00:00:25.799000,0 days 02:23:51.003000,0 days 02:24:28.376000,0 days 02:24:54.175000,303.0,258.0,246.0,305.0,False,SOFT,18.0,True,AlphaTauri,0 days 02:23:21.523000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:26:26.600000,DEV,21,0 days 00:01:32.445000,51.0,3.0,,,0 days 00:00:29.385000,0 days 00:00:37.301000,0 days 00:00:25.759000,0 days 02:25:23.560000,0 days 02:26:00.861000,0 days 02:26:26.620000,302.0,259.0,247.0,305.0,False,SOFT,19.0,True,AlphaTauri,0 days 02:24:54.155000,,1,17.0,,,False,True,Silverstone,2023
0 days 02:27:59.020000,DEV,21,0 days 00:01:32.420000,52.0,3.0,,,0 days 00:00:29.390000,0 days 00:00:37.430000,0 days 00:00:25.600000,0 days 02:26:56.010000,0 days 02:27:33.440000,0 days 02:27:59.040000,303.0,260.0,247.0,309.0,False,SOFT,20.0,True,AlphaTauri,0 days 02:26:26.600000,,1,17.0,,,False,True,Silverstone,2023
0 days 01:03:52.119000,TSU,22,0 days 00:01:43.165000,1.0,1.0,,,,0 days 00:00:40.490000,0 days 00:00:26.535000,,0 days 01:03:25.698000,0 days 01:03:52.119000,313.0,249.0,243.0,314.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:02:08.731000,,1,13.0,,,False,False,Silverstone,2023
0 days 01:05:27.371000,TSU,22,0 days 00:01:35.252000,2.0,1.0,,,0 days 00:00:30.105000,0 days 00:00:38.657000,0 days 00:00:26.490000,0 days 01:04:22.224000,0 days 01:05:00.881000,0 days 01:05:27.371000,294.0,251.0,242.0,305.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:03:52.119000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:07:01.600000,TSU,22,0 days 00:01:34.229000,3.0,1.0,,,0 days 00:00:29.768000,0 days 00:00:38.439000,0 days 00:00:26.022000,0 days 01:05:57.139000,0 days 01:06:35.578000,0 days 01:07:01.600000,314.0,253.0,244.0,327.0,True,SOFT,3.0,True,AlphaTauri,0 days 01:05:27.371000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:08:35.962000,TSU,22,0 days 00:01:34.362000,4.0,1.0,,,0 days 00:00:29.726000,0 days 00:00:38.515000,0 days 00:00:26.121000,0 days 01:07:31.326000,0 days 01:08:09.841000,0 days 01:08:35.962000,312.0,252.0,243.0,305.0,False,SOFT,4.0,True,AlphaTauri,0 days 01:07:01.600000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:10:10.419000,TSU,22,0 days 00:01:34.457000,5.0,1.0,,,0 days 00:00:29.859000,0 days 00:00:38.422000,0 days 00:00:26.176000,0 days 01:09:05.821000,0 days 01:09:44.243000,0 days 01:10:10.419000,296.0,252.0,243.0,301.0,False,SOFT,5.0,True,AlphaTauri,0 days 01:08:35.962000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:11:45.792000,TSU,22,0 days 00:01:35.373000,6.0,1.0,,,0 days 00:00:29.990000,0 days 00:00:38.340000,0 days 00:00:27.043000,0 days 01:10:40.409000,0 days 01:11:18.749000,0 days 01:11:45.792000,296.0,254.0,242.0,302.0,False,SOFT,6.0,True,AlphaTauri,0 days 01:10:10.419000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:13:20.363000,TSU,22,0 days 00:01:34.571000,7.0,1.0,,,0 days 00:00:29.982000,0 days 00:00:38.330000,0 days 00:00:26.259000,0 days 01:12:15.774000,0 days 01:12:54.104000,0 days 01:13:20.363000,311.0,252.0,242.0,305.0,False,SOFT,7.0,True,AlphaTauri,0 days 01:11:45.792000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:14:54.849000,TSU,22,0 days 00:01:34.486000,8.0,1.0,,,0 days 00:00:30.116000,0 days 00:00:38.235000,0 days 00:00:26.135000,0 days 01:13:50.479000,0 days 01:14:28.714000,0 days 01:14:54.849000,295.0,253.0,243.0,304.0,False,SOFT,8.0,True,AlphaTauri,0 days 01:13:20.363000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:16:29.084000,TSU,22,0 days 00:01:34.235000,9.0,1.0,,,0 days 00:00:30.041000,0 days 00:00:37.934000,0 days 00:00:26.260000,0 days 01:15:24.890000,0 days 01:16:02.824000,0 days 01:16:29.084000,295.0,254.0,244.0,304.0,False,SOFT,9.0,True,AlphaTauri,0 days 01:14:54.849000,,1,14.0,,,False,True,Silverstone,2023
0 days 01:18:03.257000,TSU,22,0 days 00:01:34.173000,10.0,1.0,,,0 days 00:00:29.987000,0 days 00:00:37.939000,0 days 00:00:26.247000,0 days 01:16:59.071000,0 days 01:17:37.010000,0 days 01:18:03.257000,295.0,253.0,244.0,300.0,True,SOFT,10.0,True,AlphaTauri,0 days 01:16:29.084000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:19:37.342000,TSU,22,0 days 00:01:34.085000,11.0,1.0,,,0 days 00:00:29.919000,0 days 00:00:37.914000,0 days 00:00:26.252000,0 days 01:18:33.176000,0 days 01:19:11.090000,0 days 01:19:37.342000,294.0,254.0,244.0,300.0,True,SOFT,11.0,True,AlphaTauri,0 days 01:18:03.257000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:21:11.579000,TSU,22,0 days 00:01:34.237000,12.0,1.0,,,0 days 00:00:30.064000,0 days 00:00:37.865000,0 days 00:00:26.308000,0 days 01:20:07.406000,0 days 01:20:45.271000,0 days 01:21:11.579000,294.0,253.0,243.0,297.0,False,SOFT,12.0,True,AlphaTauri,0 days 01:19:37.342000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:22:46.012000,TSU,22,0 days 00:01:34.433000,13.0,1.0,,,0 days 00:00:30.153000,0 days 00:00:38.017000,0 days 00:00:26.263000,0 days 01:21:41.732000,0 days 01:22:19.749000,0 days 01:22:46.012000,293.0,253.0,244.0,296.0,False,SOFT,13.0,True,AlphaTauri,0 days 01:21:11.579000,,1,13.0,,,False,True,Silverstone,2023
0 days 01:24:20.781000,TSU,22,0 days 00:01:34.769000,14.0,1.0,,0 days 01:24:14.879000,0 days 00:00:30.642000,0 days 00:00:38.861000,0 days 00:00:25.266000,0 days 01:23:16.654000,0 days 01:23:55.515000,0 days 01:24:20.781000,292.0,254.0,,315.0,False,SOFT,14.0,True,AlphaTauri,0 days 01:22:46.012000,,1,14.0,,,False,False,Silverstone,2023
0 days 01:26:15.425000,TSU,22,0 days 00:01:54.644000,15.0,2.0,0 days 01:24:43.191000,,0 days 00:00:50.605000,0 days 00:00:38.158000,0 days 00:00:25.881000,0 days 01:25:11.386000,0 days 01:25:49.544000,0 days 01:26:15.425000,288.0,253.0,245.0,295.0,False,HARD,1.0,True,AlphaTauri,0 days 01:24:20.781000,,1,18.0,,,False,False,Silverstone,2023
0 days 01:27:48.483000,TSU,22,0 days 00:01:33.058000,16.0,2.0,,,0 days 00:00:29.735000,0 days 00:00:37.674000,0 days 00:00:25.649000,0 days 01:26:45.160000,0 days 01:27:22.834000,0 days 01:27:48.483000,290.0,254.0,246.0,299.0,True,HARD,2.0,True,AlphaTauri,0 days 01:26:15.425000,,1,18.0,,,False,True,Silverstone,2023
0 days 01:29:21.435000,TSU,22,0 days 00:01:32.952000,17.0,2.0,,,0 days 00:00:29.751000,0 days 00:00:37.423000,0 days 00:00:25.778000,0 days 01:28:18.234000,0 days 01:28:55.657000,0 days 01:29:21.435000,290.0,254.0,245.0,298.0,True,HARD,3.0,True,AlphaTauri,0 days 01:27:48.483000,,1,18.0,,,False,True,Silverstone,2023
0 days 01:30:54.529000,TSU,22,0 days 00:01:33.094000,18.0,2.0,,,0 days 00:00:29.777000,0 days 00:00:37.417000,0 days 00:00:25.900000,0 days 01:29:51.212000,0 days 01:30:28.629000,0 days 01:30:54.529000,289.0,253.0,245.0,298.0,False,HARD,4.0,True,AlphaTauri,0 days 01:29:21.435000,,1,18.0,,,False,True,Silverstone,2023
